C;gamma;tp;fp;tn;fn;accuracy;mcc
3.9999999999999987;0.003906249999999999;3776;689;3569;482;0.8624976525821596;0.7373973804251669
3.9999999999999987;0.004645340292979378;3782;689;3569;476;0.8632029826014913;0.737912524877239
3.9999999999999987;0.005524271728019901;3784;693;3565;474;0.8629687931510631;0.7384772040802535
3.9999999999999987;0.006569503244169643;3784;694;3564;474;0.8628514222590444;0.7415244754168427
3.9999999999999987;0.0078124999999999965;3798;697;3561;460;0.8641433305716653;0.7446477039670053
3.9999999999999987;0.009290680585958756;3818;695;3563;440;0.8667260425296878;0.7471380260541864
3.9999999999999987;0.0110485434560398;3825;707;3551;433;0.8661389119027894;0.7488155103802174
3.9999999999999987;0.01313900648833928;3821;711;3547;437;0.8651996685998343;0.7468139371780909
3.9999999999999987;0.015624999999999991;3826;713;3545;432;0.8655523336095001;0.7464085648921522
3.9999999999999987;0.01858136117191751;3828;710;3548;430;0.8661413974040321;0.7488970439339087
3.9999999999999987;0.0220970869120796;3817;709;3549;441;0.8649671361502348;0.7431361754311077
3.9999999999999987;0.026278012976678568;3818;711;3547;440;0.8648505937586302;0.7419267363774408
3.9999999999999987;0.031249999999999986;3795;713;3545;463;0.8619143882905276;0.7404292893173572
4.756828460010882;0.001953125;3763;683;3575;495;0.8616746755040043;0.7306392516800648
4.756828460010882;0.00232267014648969;3772;688;3570;486;0.8621438829052748;0.7345191385957476
4.756828460010882;0.002762135864009951;3774;691;3567;484;0.8620273405136702;0.7354593230931502
4.756828460010882;0.003284751622084822;3775;683;3575;483;0.8630842308754488;0.737125965161696
4.756828460010882;0.003906249999999999;3783;689;3569;475;0.8633198011599006;0.7376698433592006
4.756828460010882;0.004645340292979378;3782;687;3571;476;0.8634377243855289;0.7371996904953643
4.756828460010882;0.005524271728019901;3786;696;3562;472;0.8628516984258493;0.739727641445703
4.756828460010882;0.006569503244169643;3788;692;3566;470;0.8635559237779619;0.7444220772379582
4.756828460010882;0.0078124999999999965;3805;693;3565;453;0.8654344103838717;0.7461368457991107
4.756828460010882;0.009290680585958756;3819;707;3551;439;0.8654344103838719;0.7478951881515569
4.756828460010882;0.0110485434560398;3820;706;3552;438;0.8656688760011046;0.7483865872025309
4.756828460010882;0.01313900648833928;3822;715;3543;436;0.8648472797569733;0.7473061160145839
4.756828460010882;0.015624999999999991;3821;704;3554;437;0.8660229218447941;0.7480228810498417
4.756828460010882;0.01858136117191751;3830;702;3556;428;0.8673151063242198;0.7469459455329819
4.756828460010882;0.0220970869120796;3821;708;3550;437;0.8655539906103286;0.7451776463711932
4.756828460010882;0.026278012976678568;3803;714;3544;455;0.8627362607014636;0.743049279649783
4.756828460010882;0.031249999999999986;3782;715;3543;476;0.8601516155758079;0.7377615855955076
5.65685424949238;0.001953125;3771;690;3568;487;0.8617920463960231;0.7321007309981057
5.65685424949238;0.00232267014648969;3774;691;3567;484;0.8620267881800607;0.7342770948055523
5.65685424949238;0.002762135864009951;3772;688;3570;486;0.8621444352388842;0.7362001525507251
5.65685424949238;0.003284751622084822;3776;689;3569;482;0.8624976525821596;0.7359869933411531
5.65685424949238;0.003906249999999999;3782;687;3571;476;0.8634374482187243;0.7365020517490888
5.65685424949238;0.004645340292979378;3785;688;3570;473;0.8636735708367855;0.7391744205022185
5.65685424949238;0.005524271728019901;3786;690;3568;472;0.8635559237779619;0.7429171506992353
5.65685424949238;0.006569503244169643;3802;695;3563;456;0.8648475559237779;0.7457951822908279
5.65685424949238;0.0078124999999999965;3812;697;3561;446;0.8657870753935377;0.7468926338558205
5.65685424949238;0.009290680585958756;3823;704;3554;435;0.8662560066280033;0.7495316242811536
5.65685424949238;0.0110485434560398;3825;712;3546;433;0.8655523336095001;0.7488155103802174
5.65685424949238;0.01313900648833928;3820;712;3546;438;0.8649652029826015;0.7480011802380875
5.65685424949238;0.015624999999999991;3823;705;3553;435;0.8661411212372272;0.7480447494271755
5.65685424949238;0.01858136117191751;3823;705;3553;435;0.8661400165700084;0.7438092019312054
5.65685424949238;0.0220970869120796;3812;707;3551;446;0.8646147473073735;0.7446015320854601
5.65685424949238;0.026278012976678568;3793;713;3545;465;0.8616777133388567;0.7400606092150351
5.65685424949238;0.031249999999999986;3775;718;3540;483;0.8589776304888153;0.7349212079566667
6.727171322029713;0.001953125;3774;690;3568;484;0.8621438829052748;0.7325576694455219
6.727171322029713;0.00232267014648969;3772;692;3566;486;0.8616746755040043;0.7347754359360529
6.727171322029713;0.002762135864009951;3775;686;3572;483;0.8627318420325878;0.7359723535855894
6.727171322029713;0.003284751622084822;3783;684;3574;475;0.8639066556199945;0.7371697089064958
6.727171322029713;0.003906249999999999;3781;686;3572;477;0.8634377243855289;0.7378973557161866
6.727171322029713;0.004645340292979378;3784;690;3568;474;0.8633211819939243;0.7411214746379652
6.727171322029713;0.005524271728019901;3793;692;3566;465;0.8641436067384699;0.7445725780388261
6.727171322029713;0.006569503244169643;3810;695;3563;448;0.8657859707263187;0.7468524623329593
6.727171322029713;0.0078124999999999965;3820;705;3553;438;0.8657865230599281;0.7480587213298829
6.727171322029713;0.009290680585958756;3823;708;3550;435;0.8657873515603424;0.7490819211625905
6.727171322029713;0.0110485434560398;3824;712;3546;434;0.865434134217067;0.7484076314150033
6.727171322029713;0.01313900648833928;3820;705;3553;438;0.8657879038939521;0.7498405290926016
6.727171322029713;0.015624999999999991;3827;703;3555;431;0.8668445180889257;0.7473941768913188
6.727171322029713;0.01858136117191751;3824;709;3549;434;0.8657870753935377;0.7450720543806167
6.727171322029713;0.0220970869120796;3803;712;3546;455;0.8629693454846727;0.7443354353717677
6.727171322029713;0.026278012976678568;3778;710;3548;480;0.860268434134217;0.739530958918572
6.727171322029713;0.031249999999999986;3772;722;3536;486;0.8581549295774649;0.7344149525778912
7.999999999999997;0.001953125;3770;687;3571;488;0.862026512013256;0.7342632217638951
7.999999999999997;0.00232267014648969;3772;688;3570;486;0.8621449875724938;0.7374272076717673
7.999999999999997;0.002762135864009951;3781;683;3575;477;0.8637887323943663;0.7369125929386211
7.999999999999997;0.003284751622084822;3785;684;3574;473;0.8641413974040321;0.7367144745208436
7.999999999999997;0.003906249999999999;3787;686;3572;471;0.8641430544048605;0.7408446741727384
7.999999999999997;0.004645340292979378;3786;692;3566;472;0.8633211819939243;0.7433692460328055
7.999999999999997;0.005524271728019901;3804;695;3563;454;0.8650820215410109;0.7477735184330532
7.999999999999997;0.006569503244169643;3810;698;3560;448;0.865434134217067;0.7499406300627882
7.999999999999997;0.0078124999999999965;3823;704;3554;435;0.8662565589616127;0.7497359482152967
7.999999999999997;0.009290680585958756;3819;708;3550;439;0.8653170394918531;0.7495316242811536
7.999999999999997;0.0110485434560398;3822;707;3551;436;0.8657867992267329;0.7500651599063584
7.999999999999997;0.01313900648833928;3823;704;3554;435;0.8662571112952223;0.7479582811375527
7.999999999999997;0.015624999999999991;3822;701;3557;436;0.8664921292460646;0.7460339100972102
7.999999999999997;0.01858136117191751;3813;709;3549;445;0.8644959955813312;0.7459924547331667
7.999999999999997;0.0220970869120796;3794;712;3546;464;0.8619124551228943;0.7399627512490715
7.999999999999997;0.026278012976678568;3777;714;3544;481;0.8596821320077327;0.7387023080508415
7.999999999999997;0.031249999999999986;3760;722;3536;498;0.8567464788732394;0.7316671131835585
9.513656920021765;0.001953125;3773;693;3565;485;0.8616741231703949;0.7350321142325577
9.513656920021765;0.00232267014648969;3776;690;3568;482;0.8623791770229218;0.7364571223691577
9.513656920021765;0.002762135864009951;3785;681;3577;473;0.8644932339132836;0.7359578773530486
9.513656920021765;0.003284751622084822;3783;684;3574;475;0.8639072079536041;0.7371697089064958
9.513656920021765;0.003906249999999999;3785;687;3571;473;0.8637906655619995;0.7427758460587374
9.513656920021765;0.004645340292979378;3795;694;3564;463;0.8641438829052749;0.7465293153478443
9.513656920021765;0.005524271728019901;3809;697;3561;449;0.8654338580502623;0.7477933788209379
9.513656920021765;0.006569503244169643;3821;703;3555;437;0.8661383595691797;0.7489996756963356
9.513656920021765;0.0078124999999999965;3822;706;3552;436;0.8659047224523612;0.7502477996273403
9.513656920021765;0.009290680585958756;3821;705;3553;437;0.8659044462855565;0.7497155351491338
9.513656920021765;0.0110485434560398;3821;703;3555;437;0.8661400165700082;0.7504935076974447
9.513656920021765;0.01313900648833928;3825;700;3558;433;0.8669616128141397;0.7469959854582319
9.513656920021765;0.015624999999999991;3821;700;3558;437;0.8664913007456505;0.7471584521936582
9.513656920021765;0.01858136117191751;3805;703;3555;453;0.8642612537972937;0.7423930295729924
9.513656920021765;0.0220970869120796;3784;714;3544;474;0.8605045567522784;0.7396615223377739
9.513656920021765;0.026278012976678568;3773;721;3537;485;0.8583896713615022;0.7355294117165947
9.513656920021765;0.031249999999999986;3748;716;3542;510;0.8560417011875172;0.7275540987389607
11.31370849898476;0.001953125;3777;689;3569;481;0.8626141949737642;0.7362294414206456
11.31370849898476;0.00232267014648969;3781;683;3575;477;0.8637890085611708;0.7357156476263101
11.31370849898476;0.002762135864009951;3785;681;3577;473;0.8644937862468932;0.7362147151907767
11.31370849898476;0.003284751622084822;3785;687;3571;473;0.8637909417288043;0.7408779301683606
11.31370849898476;0.003906249999999999;3789;691;3567;469;0.8637912178956089;0.7435953472264629
11.31370849898476;0.004645340292979378;3804;693;3565;454;0.8653170394918531;0.7468524623329593
11.31370849898476;0.005524271728019901;3808;700;3558;450;0.8649643744821873;0.7501257471793038
11.31370849898476;0.006569503244169643;3816;706;3552;442;0.8651993924330295;0.7485494958767069
11.31370849898476;0.0078124999999999965;3822;710;3548;436;0.8654344103838719;0.7497359482152967
11.31370849898476;0.009290680585958756;3822;707;3551;436;0.8657867992267329;0.7512097997289159
11.31370849898476;0.0110485434560398;3818;702;3556;440;0.8659047224523613;0.7481200769661231
11.31370849898476;0.01313900648833928;3822;701;3557;436;0.8664924054128693;0.7465254368059747
11.31370849898476;0.015624999999999991;3818;700;3558;440;0.8661397404032035;0.7480587213298829
11.31370849898476;0.01858136117191751;3798;705;3553;460;0.8632049157691245;0.7394923362768853
11.31370849898476;0.0220970869120796;3783;712;3546;475;0.8606210991438829;0.7381775652071728
11.31370849898476;0.026278012976678568;3759;718;3540;499;0.8570983153824909;0.7328026708665574
11.31370849898476;0.031249999999999986;3731;714;3544;527;0.8542803093068214;0.723065696618744
13.454342644059428;0.001953125;3779;690;3568;479;0.8627315658657829;0.7376698433592006
13.454342644059428;0.00232267014648969;3782;683;3575;476;0.8639061032863848;0.7352455417811815
13.454342644059428;0.002762135864009951;3784;687;3571;474;0.8636727423363713;0.7389312474039141
13.454342644059428;0.003284751622084822;3788;689;3569;470;0.8639080364540183;0.7433154778447907
13.454342644059428;0.003906249999999999;3800;696;3562;458;0.8644957194145263;0.7474701210382637
13.454342644059428;0.004645340292979378;3803;698;3560;455;0.8646122618061309;0.7492248188459917
13.454342644059428;0.005524271728019901;3814;703;3555;444;0.8653167633250483;0.7487949554971098
13.454342644059428;0.006569503244169643;3823;706;3552;435;0.8660215410107706;0.7506565022469049
13.454342644059428;0.0078124999999999965;3827;703;3555;431;0.8668436895885115;0.7507603746762891
13.454342644059428;0.009290680585958756;3821;702;3556;437;0.8662568351284176;0.7490611085094767
13.454342644059428;0.0110485434560398;3822;695;3563;436;0.8671963545981771;0.7481618173623076
13.454342644059428;0.01313900648833928;3822;702;3556;436;0.8663739298536317;0.7476912753388093
13.454342644059428;0.015624999999999991;3810;701;3557;448;0.8650834023750346;0.7433339586345551
13.454342644059428;0.01858136117191751;3790;708;3550;468;0.8619127312896989;0.7403393795534506
13.454342644059428;0.0220970869120796;3774;717;3541;484;0.8589762496547915;0.7368559413164368
13.454342644059428;0.026278012976678568;3742;714;3544;516;0.8555722176194422;0.7268713503233618
13.454342644059428;0.031249999999999986;3716;712;3546;542;0.8527525545429442;0.7199462788860079
15.999999999999991;0.001953125;3782;686;3572;476;0.8635539906103287;0.7371549638691813
15.999999999999991;0.00232267014648969;3784;679;3579;474;0.8646111571389119;0.7359435646146523
15.999999999999991;0.002762135864009951;3788;689;3569;470;0.8639085887876277;0.7418184289689551
15.999999999999991;0.003284751622084822;3790;690;3568;468;0.8640259596796465;0.7451790580000254
15.999999999999991;0.003906249999999999;3804;697;3561;454;0.8648472797569733;0.7495109662119002
15.999999999999991;0.004645340292979378;3811;696;3562;447;0.8657867992267329;0.7511067022214291
15.999999999999991;0.005524271728019901;3818;706;3552;440;0.8654346865506766;0.7478134063144137
15.999999999999991;0.006569503244169643;3825;711;3547;433;0.8656688760011046;0.7502477996273403
15.999999999999991;0.0078124999999999965;3823;706;3552;435;0.8660207125103563;0.7512097997289159
15.999999999999991;0.009290680585958756;3822;701;3557;436;0.8664921292460646;0.7491240492916703
15.999999999999991;0.0110485434560398;3820;701;3557;438;0.8662562827948082;0.7476495611944464
15.999999999999991;0.01313900648833928;3823;707;3551;435;0.8659052747859708;0.7478539627789231
15.999999999999991;0.015624999999999991;3804;707;3551;454;0.863675227837614;0.7387771704911301
15.999999999999991;0.01858136117191751;3793;713;3545;465;0.8616779895056614;0.7373594366956405
15.999999999999991;0.0220970869120796;3759;716;3542;499;0.8573314001657002;0.7304205177630619
15.999999999999991;0.026278012976678568;3725;712;3546;533;0.8538099972383321;0.7222967401295144
15.999999999999991;0.031249999999999986;3694;719;3539;564;0.8493479701739851;0.7196640601943296
19.02731384004353;0.001953125;3785;680;3578;473;0.8646103286384976;0.7352455417811815
19.02731384004353;0.00232267014648969;3782;682;3576;476;0.8640251311792323;0.7400987280187464
19.02731384004353;0.002762135864009951;3786;688;3570;472;0.8637906655619995;0.741922289138772
19.02731384004353;0.003284751622084822;3795;692;3566;463;0.8643772438552887;0.7467549535049047
19.02731384004353;0.003906249999999999;3801;694;3564;457;0.8648472797569733;0.7516179336516702
19.02731384004353;0.004645340292979378;3818;701;3557;440;0.8660209886771609;0.7497359482152967
19.02731384004353;0.005524271728019901;3824;705;3553;434;0.8662562827948079;0.7501860186980194
19.02731384004353;0.006569503244169643;3825;706;3552;433;0.8662562827948082;0.7518842031395376
19.02731384004353;0.0078124999999999965;3825;702;3556;433;0.8667257663628831;0.7502687288867875
19.02731384004353;0.009290680585958756;3822;694;3564;436;0.8673128969897818;0.7486113923176392
19.02731384004353;0.0110485434560398;3822;704;3554;436;0.8661394642363988;0.7472418280622942
19.02731384004353;0.01313900648833928;3811;702;3556;447;0.8650842308754487;0.7441517684129536
19.02731384004353;0.015624999999999991;3791;702;3556;467;0.8627351560342447;0.7386658657984948
19.02731384004353;0.01858136117191751;3784;712;3546;474;0.8607376415354875;0.7363693439880801
19.02731384004353;0.0220970869120796;3747;710;3548;511;0.8566277271471969;0.7273264803548014
19.02731384004353;0.026278012976678568;3708;709;3549;550;0.8521662524164595;0.7215181607110521
19.02731384004353;0.031249999999999986;3671;711;3547;587;0.8475854736260702;0.7148402558298393
22.62741699796951;0.001953125;3785;677;3581;473;0.8649629936481634;0.7371403826306111
22.62741699796951;0.00232267014648969;3791;686;3572;467;0.8646128141397403;0.7411728598883333
22.62741699796951;0.002762135864009951;3788;688;3570;470;0.8640259596796465;0.7447621373084155
22.62741699796951;0.003284751622084822;3803;694;3564;455;0.8650817453742061;0.7480587213298829
22.62741699796951;0.003906249999999999;3806;693;3565;452;0.8655520574426954;0.750451971819197
22.62741699796951;0.004645340292979378;3821;703;3555;437;0.8661383595691798;0.7491848556808035
22.62741699796951;0.005524271728019901;3826;708;3550;432;0.8661383595691797;0.7516385660272682
22.62741699796951;0.006569503244169643;3825;706;3552;433;0.8662551781275891;0.7497772773321836
22.62741699796951;0.0078124999999999965;3821;700;3558;437;0.8664913007456505;0.7479160517814668
22.62741699796951;0.009290680585958756;3825;695;3563;433;0.8675476387738194;0.7492860196547259
22.62741699796951;0.0110485434560398;3815;706;3552;443;0.8650825738746203;0.7467501912918126
22.62741699796951;0.01313900648833928;3806;707;3551;452;0.8639091411212373;0.7423535961663529
22.62741699796951;0.015624999999999991;3791;711;3547;467;0.8616766086716376;0.7390479241718128
22.62741699796951;0.01858136117191751;3760;712;3546;498;0.8579177022921843;0.7315882588025793
22.62741699796951;0.0220970869120796;3732;710;3548;526;0.8548668876001105;0.7248616440204393
22.62741699796951;0.026278012976678568;3686;714;3544;572;0.8489950289975144;0.7174666105422116
22.62741699796951;0.031249999999999986;3660;710;3548;598;0.8464128693731012;0.7119335747769905
26.908685288118853;0.001953125;3783;680;3578;475;0.8643772438552887;0.7393854346728659
26.908685288118853;0.00232267014648969;3785;688;3570;473;0.8636732946699807;0.7413821169940789
26.908685288118853;0.002762135864009951;3795;690;3568;463;0.8646119856393263;0.7469429457547556
26.908685288118853;0.003284751622084822;3804;697;3561;454;0.8648472797569733;0.7502477996273403
26.908685288118853;0.003906249999999999;3813;702;3556;445;0.8653167633250483;0.7501860186980194
26.908685288118853;0.004645340292979378;3827;706;3552;431;0.8664907484120409;0.7487543480021324
26.908685288118853;0.005524271728019901;3827;704;3554;431;0.8667263186964927;0.7516385660272682
26.908685288118853;0.006569503244169643;3824;701;3557;434;0.8667254901960784;0.7497359482152967
26.908685288118853;0.0078124999999999965;3821;696;3562;437;0.8669605081469207;0.748099457800955
26.908685288118853;0.009290680585958756;3820;701;3557;438;0.8662557304611985;0.7476703346277365
26.908685288118853;0.0110485434560398;3814;698;3560;444;0.865906103286385;0.7458091072448161
26.908685288118853;0.01313900648833928;3802;707;3551;456;0.8634393813863573;0.7383860847534567
26.908685288118853;0.015624999999999991;3777;708;3550;481;0.8603855288594311;0.7370504169937229
26.908685288118853;0.01858136117191751;3750;711;3547;508;0.8568613642640155;0.7281939541042519
26.908685288118853;0.0220970869120796;3711;711;3547;547;0.8522833471416735;0.7224582495197962
26.908685288118853;0.026278012976678568;3675;712;3546;583;0.8479378624689312;0.7162736128734167
26.908685288118853;0.031249999999999986;3640;709;3549;618;0.844182270091135;0.7078764883157093
31.99999999999999;0.001953125;3789;686;3572;469;0.8643775200220933;0.7407025725406884
31.99999999999999;0.00232267014648969;3788;686;3572;470;0.8642601491300745;0.7450429334260901
31.99999999999999;0.002762135864009951;3801;692;3566;457;0.8650820215410107;0.7473429354705544
31.99999999999999;0.003284751622084822;3807;692;3566;451;0.8657873515603424;0.749470152879562
31.99999999999999;0.003906249999999999;3822;703;3555;436;0.8662554542943937;0.7499204620654941
31.99999999999999;0.004645340292979378;3829;708;3550;429;0.8664913007456503;0.7509224746228453
31.99999999999999;0.005524271728019901;3824;705;3553;434;0.8662554542943939;0.7513724355217479
31.99999999999999;0.006569503244169643;3822;702;3556;436;0.8663731013532173;0.7469541435612435
31.99999999999999;0.0078124999999999965;3821;695;3563;437;0.8670781552057442;0.74850906847315
31.99999999999999;0.009290680585958756;3813;704;3554;445;0.8650820215410109;0.7467501912918126
31.99999999999999;0.0110485434560398;3816;701;3557;442;0.8657881800607568;0.743374106527465
31.99999999999999;0.01313900648833928;3795;707;3551;463;0.8626172328086165;0.7383860847534567
31.99999999999999;0.015624999999999991;3768;710;3548;490;0.8590925158795912;0.7329683147208373
31.99999999999999;0.01858136117191751;3740;711;3547;518;0.8556882076774371;0.7255735965781975
31.99999999999999;0.0220970869120796;3693;709;3549;565;0.8504037558685447;0.7202508576408859
31.99999999999999;0.026278012976678568;3669;713;3545;589;0.8471168185584093;0.7138340754258801
31.99999999999999;0.031249999999999986;3631;714;3544;627;0.842539077602872;0.7038779692665904
